speaker,n,mean_gop,std_gop,mean_human,pcc,scc,mae,mse,reported,age,n_utt
6099,377,6.274972083397822,0.5947007919487055,1.9241379310344826,0.19244846531683296,0.2091885108453606,0.18059032908687875,0.05923288449151111,True,12,20
6902,366,6.051063465941799,0.6743176082411156,1.4972677595628416,0.4010994551960065,0.3747930086464419,0.4966416585168444,0.5584093533184733,True,12,20
8063,400,6.635810190439225,0.5594623703664017,1.9580000000000002,0.2090003425116611,0.2543323104847153,0.11533506028550838,0.032785237953930284,True,13,20
8068,429,6.580437487933463,0.6561421935693204,1.971095571095571,0.15692999849944614,0.1620029914372636,0.12600066148445796,0.03330846341811533,True,14,20
8153,421,6.469927501225415,0.6794581736123838,1.9244655581947745,0.20363678334270427,0.20394958738279453,0.16580637070633944,0.05862714549703356,True,14,20
8581,433,6.462731110306315,0.6840094533610855,1.9325635103926095,0.29841749618415847,0.26349795632270123,0.15988898112432434,0.05321603849303049,True,15,20
8584,434,6.516486130551808,0.6564126941682773,1.937327188940092,0.3084481130069517,0.28620529636058273,0.14450491266246035,0.04513678026884703,True,15,20
9088,450,6.646285403569539,0.6671579521342748,1.948888888888889,0.23682306350075297,0.26626393192966774,0.12875751311155936,0.04207950857999973,True,15,20
9101,425,6.46862346312579,0.5328117939124676,1.9529411764705882,0.13948647718683807,0.1919228975475124,0.15051923530107283,0.046471688557353966,True,15,20
9107,445,6.5448952310540705,0.6447370189587346,1.9662921348314606,0.23281379199294133,0.23803120942996672,0.1320024402072719,0.03517937848704954,True,15,20
9118,461,6.565633848277193,0.5694504509470876,1.9553145336225597,0.1985880383056932,0.22600694991364573,0.13267842331661445,0.04019268130333491,True,15,20
9553,418,6.636093536632483,0.5974183413553898,1.964593301435407,0.18440122120575328,0.18794063376330092,0.1175893647185913,0.02773482559439644,True,15,20
9555,413,6.565444244310873,0.6018351606233368,1.9617433414043584,0.09797627765054341,0.15866252418966503,0.1357757475359337,0.037788510725944,True,15,20
9558,484,6.426377135860033,0.5754669347139549,1.9305785123966943,0.2582023128912236,0.21507280085913036,0.1563387348643839,0.04479025744353816,True,15,20
9601,468,6.210325696529487,0.6964816487568098,1.5106837606837606,0.4256868471417102,0.4285675361484652,0.4710272863238305,0.5367720617222943,True,25,20
9608,488,6.008309147397026,0.6760083545700345,1.1868852459016395,0.5393174235333793,0.5458216493599917,0.7054623282025567,0.9250316518242898,True,30,20
9610,423,6.109477381334237,0.5776464608429778,1.8713947990543738,0.20235629889385723,0.1581435769419346,0.24897837120893454,0.1357565715425879,True,22,20
9612,422,6.092551098050665,0.6343990283413808,1.685308056872038,0.48604781229498367,0.442798226613954,0.37119261156681177,0.3620824760233174,True,20,20
9617,441,6.102077870141892,0.6357274552186082,1.727437641723356,0.21214423030254392,0.23680534445396148,0.3247822570015508,0.2545186985440678,True,35,20
9618,457,6.268521041786645,0.5935496032795047,1.7483588621444202,0.30182935097211866,0.2528331106775238,0.30885163891703243,0.25978762783912274,True,24,20
9622,430,5.865273386933083,0.6186673095469356,1.668372093023256,0.3602768566312409,0.317128625952073,0.40899995596400535,0.3643467602111087,True,20,20
9623,409,5.951268546447194,0.6406667414918008,1.675794621026895,0.2755100531381176,0.27195719776764865,0.36972016449815565,0.3025957241225774,True,21,20
9626,387,5.918689674801296,0.6269898212048164,1.5204134366925064,0.419432179396933,0.40522990875607323,0.4856854200080797,0.5282169456771194,True,37,20
9629,373,6.054348521833445,0.5909745657304536,1.7764075067024132,0.3431894259891972,0.3479027796523137,0.3123972918744258,0.2482100768719493,True,25,20
9631,393,6.258265983057386,0.6740900845170039,1.6503816793893131,0.44134557894953963,0.46300364826574364,0.3497090405254263,0.3503174969788154,True,26,20
9633,395,6.126215927510322,0.6347818238553361,1.6845569620253167,0.4020480776656592,0.3654772972710014,0.3768725214594672,0.3705692780322104,True,21,20
9635,396,6.0984191659725075,0.6327567218801622,1.726767676767677,0.24391880979836042,0.3052773034148434,0.3366204488910743,0.2837191205232007,True,24,20
9640,452,6.1639600833960335,0.7063972496032429,1.5402654867256638,0.4724835655360371,0.38205009646461713,0.4713396314723955,0.5336465176117895,True,29,20
9647,420,5.872500460488456,0.6430932607796651,1.1704761904761904,0.3345782586711304,0.32886545206064166,0.7444522518480247,0.9697780657180342,True,20,20
